Url,Title,Brand,Gender,Accords,Short Description,long Description,Perfumer,Top notes,Middle notes,Rating,Out of ,Total no of votes
https://www.fragrantica.com/perfume/Alexander-McQueen/Kingdom-1195.html,Kingdom Alexander McQueen ,Alexander McQueen,for women,"aromatic,green,citrus,warm spicy,floral,musky,amber,mossy,white floral,rose","Kingdom  by  Alexander McQueen  is a Oriental Spicy fragrance for women.  Kingdom  was launched in 2003. The nose behind this fragrance is Jacques Cavallier. Top notes are Neroli, Bergamot, Orange, Mint, Lemon and Mandarin Orange; middle notes are Celery Seeds, Rhubarb, Ginger, Carnation, Rose and Jasmine; base notes are Musk, Amber and Oakmoss. ",,Jacques Cavallier,"Neroli,Bergamot,Orange,Mint,Lemon,Mandarin Orange","Celery Seeds,Rhubarb,Ginger,Carnation,Rose,Jasmine",4.14,5,"1,338"
https://www.fragrantica.com/perfume/Ralph-Lauren/Polo-Double-Black-1199.html,Polo Double Black Ralph Lauren ,Ralph Lauren,for men,"fresh spicy,warm spicy,tropical,coffee,fruity,woody,aromatic,sweet","Polo Double Black  by  Ralph Lauren  is a Woody Spicy fragrance for men.  Polo Double Black  was launched in 2006. The nose behind this fragrance is Ellen Molner. Top notes are Mango and Pepper; middle notes are Roasted Coffee Beans and Indonesian Nutmeg; base notes are Woodsy Notes, Cardamom and Juniper Berries. ","After Polo Black (2005), Ralph Lauren created a fragrance that is even blacker - Polo Double Black. Regardless of the color, this fragrance is not heavy; it is a refreshing oriental with a recognizable opening of frozen mango. The aromatic, woody freshness of its forbear is replaced by intensive spicy notes of Indonesian nutmeg, pepper, and roasted coffee. The base is composed of noble wood and allied with cardamom and fir. It was created by Ellen Molner in 2006.",Ellen Molner,"Mango,Pepper","Roasted Coffee Beans,Indonesian Nutmeg",4.11,5,952
https://www.fragrantica.com/perfume/Ralph-Lauren/Polo-Black-1197.html,Polo Black Ralph Lauren ,Ralph Lauren,for men,"tropical,fruity,sweet,woody,citrus,aromatic,warm spicy,patchouli,terpenic,powdery",Polo Black  by  Ralph Lauren  is a Woody Aromatic fragrance for men.  Polo Black  was launched in 2005. The nose behind this fragrance is Pierre Negrin. ,,Pierre Negrin,"Mango,Sandalwood,Tangerine,Patchouli,Tonka Bean,Wormwood,Sage,Lemon",,4.05,5,"2,074"
https://www.fragrantica.com/perfume/Ralph-Lauren/Purple-Label-1200.html,Purple Label Ralph Lauren ,Ralph Lauren,for men,"aromatic,fruity,woody,herbal,musky,sweet,soft spicy,mossy,citrus","Purple Label  by  Ralph Lauren  is a Oriental Woody fragrance for men.  Purple Label  was launched in 2003. The nose behind this fragrance is Firmenich. Top notes are Blackberry, Green Coriander and Mandarin Orange; middle notes are Sage and Thyme; base notes are Mahogany, Oakmoss and Musk. ","Purple Label Cologne follows the Ralph Lauren Purple Label clothes line. It is for middle-aged and elegant gentleman, who knows to appreciate, wear and use elegant and luxurious things.
Purple Label is fresh oriental woody fragrance (the scent of an expensive suit?), based on a contrast notes of fresh fruit, tobacco flower, aromatic herbs and leather.
It opens with green coriander, blackberry and lemon, goes through the heart of tobacco blossom, sage, hedion and thyme, and ends with oak moss, suede, mahogany and musk. Perfume was developed by Firmenich in 2003.",Firmenich,"Blackberry,Green Coriander,Mandarin Orange","Sage,Thyme",4.37,5,371
https://www.fragrantica.com/perfume/Paris-Hilton/Can-Can-1202.html,Can Can Paris Hilton ,Paris Hilton,for women,"fruity,sweet,amber,powdery,citrus,floral,woody,animalic,soft spicy,musky","Can Can  by  Paris Hilton  is a Floral Fruity fragrance for women.  Can Can  was launched in 2007. The nose behind this fragrance is Jean Claude Delville. Top notes are Nectarine, Black Currant and Clementine; middle notes are Wild Orchid and Orange Blossom; base notes are Amber, Musk and Woodsy Notes. ","Famous beauty Paris Hilton launched her fourth fragrance for women, her 7th fragrance in general – Can Can. The fragrance is inspired by the film Moulin Rouge and the song Lady Marmalade.  
The fragrance is floral-fruity, oriental, and of course, very sensual. It opens with clementine blossom, black currant and nectarine. The heart unites wild orchid and orange blossom, while the base brings soft musk, amber and precious woods. The fragrance was designed by Jean-Claude Delville in 2007.",Jean Claude Delville,"Nectarine,Black Currant,Clementine","Wild Orchid,Orange Blossom",3.89,5,"2,032"
https://www.fragrantica.com/perfume/Kenzo/Kashaya-1201.html,Kashaya Kenzo ,Kenzo,for women,"fruity,sweet,powdery,white floral,floral,amber,woody,yellow floral,warm spicy,vanilla","Kashaya  by  Kenzo  is a Oriental Floral fragrance for women.  Kashaya  was launched in 1993. The nose behind this fragrance is Sophia Grojsman. Top notes are Peach, Apricot, Pineapple, Hiacynth, Mandarin Orange, Anise and Bergamot; middle notes are Ylang-Ylang, Tuberose, Orchid, Carnation, Narcissus, Orange Blossom, Lily, Rose and Jasmine; base notes are Vanilla, Benzoin, Sandalwood, Amber, Musk and Cedar. ","The name Kashaya means “eternal love” is Sanskrit. This is a fragrance for a woman who believes in absolute love; love which lasts, does not burn or scorch like fire, but stays gentle, warm, peaceful and comforting.
This perfume’s unique composition is oriental and sweet, but not too sweet, imposing or heavy. It is gentle, light, very comfortable and original.
Sweet and fresh opening notes (apricot, tangerine, bergamot, peach) intertwine with floral notes (jasmine, tuberose, orchid, hyacinth, rose, lily, carnation) on a beautiful, oriental base of sandalwood, amber, vanilla, musk, benzoin and cedar).
The perfume was created by Sophia Grojsman in 1993.",Sophia Grojsman,"Peach,Apricot,Pineapple,Hiacynth,Mandarin Orange,Anise,Bergamot","Ylang-Ylang,Tuberose,Orchid,Carnation,Narcissus,Orange Blossom,Lily,Rose,Jasmine",3.85,5,666
https://www.fragrantica.com/perfume/Al-Rehab/Al-Hanouf-1159.html,Al Hanouf Al-Rehab ,Al-Rehab,for women,"rose,amber,oud,powdery",Al Hanouf  by  Al-Rehab  is a Floral Woody Musk fragrance for women. ,"Al Hanouf is a beautiful, luxurious oriental fragrance composed of Taif rose, light oudh (agarwood) and a touch of amber.  It is produced as concentrated alcohol-free perfume oil: 
1. Concentrated alcohol-free perfume oil in attractive 15ml glass bottle completely hidden within the oriental lacey gold-colored ornament; 
2. Concentrated alcohol-free perfume oil in 3ml roll-on bottle, suitable for purse. 
Purchase Al Hanouf perfume oil, 15ml (1) Purchase Al Hanouf perfume oil, 3ml (2)",,"Taif Rose,Amber,Agarwood (Oud)",,3.88,5,78
https://www.fragrantica.com/perfume/Al-Rehab/Abeer-Al-Sharq-1166.html,Abeer Al Sharq Al-Rehab ,Al-Rehab,for women,"warm spicy,oud,leather,tobacco",Abeer Al Sharq  by  Al-Rehab  is a Woody Spicy fragrance for women. ,"Oriental woody spicy men's perfume, composed of agarwood resin (oud mubakhar) and saffron. It is captured in elegant octagonal, beautiful frosted glass bottle, decorated with gold-colored embossed trimming. It can be found as 50 ml alcohol eau de parfum. 
Purchase Abeer Al Sharq EDP, 40ml",,"Saffron,Agarwood (Oud)",,4.11,5,9
https://www.fragrantica.com/perfume/Monotheme-Fine-Fragrances-Venezia/Black-Musk-1206.html,Black Musk Monotheme Fine Fragrances Venezia ,Monotheme Fine Fragrances Venezia,for men,"woody,warm spicy,musky,powdery,patchouli,vanilla,aromatic","Black Musk  by  Monotheme Fine Fragrances Venezia  is a Woody Floral Musk fragrance for men. Top notes are Cardamom and Ginger; middle notes are Guaiac Wood and Cedar; base notes are Musk, Patchouli and Vanilla. ","The feminine White Musk got its pair – the new male fragrance in the Monotheme Classic collection, named Black Musk. The Classic collection includes recognizable and charismatic scents (vetiver, musk, tea, patchouli) which are classified as the classic components of perfumes. All mono – compositions were inspired by Nature; each one of them is dedicated to a beautiful nature scent. The rich masculine composition of the Black Musk starts off with fresh spicy notes of ginger and cardamom, blended with notes of noble wood: cedar and Guaiacum wood; warm vanilla and patchouli ending it.",,"Cardamom,Ginger","Guaiac Wood,Cedar",3.98,5,51
https://www.fragrantica.com/perfume/Al-Rehab/Naseem-1167.html,Naseem Al-Rehab ,Al-Rehab,for men,,Naseem  by  Al-Rehab  is a Oriental Woody fragrance for men. ,"Naseem is an elegant men’s perfume of the Al-Rehab’s High-class collection. It comes as alcohol-free concentrated perfume oil based on oud mubakhar, agarwood resin, irresistible as an aphrodisiac. Naseem comes in a 15 ml glass bottle completely hidden within the oriental silver-colored lacey ornament. 
 Purchase Naseem perfume oil, 15ml All Sheikh Perfumes Store products",,,,4.19,5,16
https://www.fragrantica.com/perfume/Al-Rehab/Saat-Safa-1156.html,Saat Safa Al-Rehab ,Al-Rehab,for women and men,"oud,rose,earthy,mossy,warm spicy,amber,woody,patchouli,white floral,musky",Saat Safa  by  Al-Rehab  is a Oriental Woody fragrance for women and men. ,"Saat Safa is perfume for both women and men composed of oud and amber. It is presented in various concentrations and shapes: 
1. Concentrated alcohol-free oil, attar, in a beautiful, 15ml frost glass bottle, with gold colored ornate trimming shaped like a rose wreath 
2. Eau de parfum spray containing alcohol in 35ml bottle or in 12ml bottle with roll-on applicator (the bottle is the same) 
3. Concentrated alcohol-free oil, attar, in 3ml roll-on bottle 
4. Air freshener 
5. Perfumed crème (solid perfume), 10gr 
6. Scented tapestry and furnishing spray, 500ml 
Purchase Saat Safa EDP, 12ml (2) Purchase Saat Safa perfume oil, 3ml (3) All Sheikh Perfumes Store products",,"Agarwood (Oud),Rose,Moss,Saffron,Amber,Patchouli,Jasmine,Musk,Citruses",,3.90,5,295
https://www.fragrantica.com/perfume/Monotheme-Fine-Fragrances-Venezia/White-Tea-1203.html,White Tea Monotheme Fine Fragrances Venezia ,Monotheme Fine Fragrances Venezia,for women,"green,white floral,fresh spicy,fresh,warm spicy,musky,aromatic,lactonic","White Tea  by  Monotheme Fine Fragrances Venezia  is a Floral Woody Musk fragrance for women. Top note is Tea; middle notes are Gardenia, Pepper, Lily-of-the-Valley and Cardamom; base notes are Musk and Mate. ","White Tea belongs to the Monotheme Classic collection. The Classic collection includes recognizable and charismatic scents (vetiver, musk, tea, patchouli) which are classified as the classic components of perfumes. All mono – compositions were inspired by Nature; each one of them is dedicated to a beautiful nature scent. A rear spiritual ingredient, white tea, was used in China as an elixir of life. Thin note of white tea is followed by fresh white flowers: lily-of-the-valley and gardenia and light spices: cardamom and white pepper. Musky notes and Latin-American tea Mate form the base.",,Tea,"Gardenia,Pepper,Lily-of-the-Valley,Cardamom",3.68,5,44
https://www.fragrantica.com/perfume/Monotheme-Fine-Fragrances-Venezia/Vetiver-Bourbon-1205.html,Vetiver Bourbon Monotheme Fine Fragrances Venezia ,Monotheme Fine Fragrances Venezia,for men,"aromatic,citrus,woody,earthy,herbal,fresh spicy,mossy","Vetiver Bourbon  by  Monotheme Fine Fragrances Venezia  is a Woody Aromatic fragrance for men. Top notes are Artemisia, Lemon, Bergamot and Coriander; middle notes are Vetiver and Neroli; base notes are Oakmoss and Sandalwood. ","Vetiver Bourbon is a part of the basic collection of Monotheme, named Classic. The Classic collection includes recognizable and charismatic scents which are classified as the classic components of perfumes. All mono – compositions were inspired by Nature; each one of them is dedicated to a beautiful nature scent. Vetiver is a classic male ingredient; only its root is used in perfume industry, woody with a natural earthy accord. Aromatic notes of Artemisia and coriander, completed with lemon and bergamot, lead to the elegant heart of vetiver. Its beauty is emphasized with orange blossom, the base of sandalwood and oakmoss. This elegant woody aromatic fragrance can also appeal to women.",,"Artemisia,Lemon,Bergamot,Coriander","Vetiver,Neroli",4.29,5,113
https://www.fragrantica.com/perfume/Monotheme-Fine-Fragrances-Venezia/Green-Tea-1204.html,Green Tea Monotheme Fine Fragrances Venezia ,Monotheme Fine Fragrances Venezia,for men,"green,citrus,fresh,warm spicy,ozonic",Green Tea  by  Monotheme Fine Fragrances Venezia  is a Aromatic Green fragrance for men. ,"Green Tea is a part of the basic collection of Monotheme, named Classic. The Classic collection includes recognizable and charismatic scents which are classified as the classic components of perfumes. All mono – compositions were inspired by Nature; each one of them is dedicated to a beautiful nature scent. Refreshing green leaf of green tea is the key ingredient of this composition. Its scent is brisk, shrill and very green. Spices give it sharpness, citruses emphasize its fresh grassy personality, delicate flowers soften the composition and make it more natural and spontaneous. The fragrance is made for men, but woman could also like it.",,"Green Tea,Lemon,Ginger",,4.00,5,14
https://www.fragrantica.com/perfume/Al-Rehab/Maysoon-1173.html,Maysoon Al-Rehab ,Al-Rehab,for women,,Maysoon  by  Al-Rehab  is a Floral Woody Musk fragrance for women. ,"Maysoon is an oriental fragrance composed of floral and woody notes. Its name, traditionally Arabic female name, means ‘to walk with a proud’. 
Maysoon is concentrated long-lasting alcohol-free oil perfume, attar, of the Al-Rehab’s High-class collection, captured in a beautiful 17ml frost glass bottle fitted in an embossed shell. The perfume comes with an elegant hard box. 
Purchase Maysoon perfume oil, 17ml
 All Sheikh Perfumes Store products",,,,2.80,5,5
https://www.fragrantica.com/perfume/Monotheme-Fine-Fragrances-Venezia/Scottish-Lavender-1207.html,Scottish Lavender Monotheme Fine Fragrances Venezia ,Monotheme Fine Fragrances Venezia,for men,"aromatic,lavender,fresh spicy,woody","Scottish Lavender  by  Monotheme Fine Fragrances Venezia  is a Aromatic Fougere fragrance for men. Top notes are Rosemary, Orange and Mint; middle notes are Lavender and Cloves; base notes are Woody Notes and Musk. ","Scottish Lavender belongs to the Monotheme Classic collection. The Classic collection includes recognizable and charismatic scents (vetiver, musk, tea, patchouli) which are classified as the classic components of perfumes. All mono – compositions were inspired by Nature; each one of them is dedicated to a beautiful nature scent. Lavender is the traditional ingredient of male fragrances; many men as well as women are fans of its shrill aromatic grassy scent. Brisk freshness of lavender is emphasized by orange, rosemary and mint. The floral heart is also reined by lavender, strengthened up with spicy warmness of clove. Woody and musky notes form the base.",,"Rosemary,Orange,Mint","Lavender,Cloves",4.25,5,12
https://www.fragrantica.com/perfume/Montale/Aoud-Damascus-1140.html,Aoud Damascus Montale ,Montale,for women,"rose,oud,fresh spicy,amber,floral,woody,aromatic",Aoud Damascus  by  Montale  is a Oriental Floral fragrance for women.  Aoud Damascus  was launched in 2006. The nose behind this fragrance is Pierre Montale. ,This is a wonderful harmony of Arabian oud and beautiful rose of Damascus (Damascena). The misterious note of incense and exozotic Gurgum flowers (Gurgum is the name of Safflower or Carthamus tinctorius in the language of Buthan) is a perfect accompaniment to the dry warmth of oud and velvety richness of rose.,Pierre Montale,"Rose,Agarwood (Oud),Olibanum,Gurjan balsam,Safflower",,4.05,5,306
https://www.fragrantica.com/perfume/Al-Rehab/Mubakhar-1160.html,Mubakhar Al-Rehab ,Al-Rehab,for women,"amber,rose,powdery,warm spicy,oud,floral,woody,smoky,musky,balsamic",Mubakhar  by  Al-Rehab  is a Floral Woody Musk fragrance for women. ,"A traditional, sweet and distinctly feminine perfume with floral and precious wood notes (bakhoor). The beautifully decorated bottle has a shape of a traditional bakhoor (incense) burner. Mobakhar is produced as: 
1. Concentrated alcohol-free perfume oil, attar, in a 12ml bottle 
2. Eau de parfum with alcohol in 35ml bottle 
All Sheikh Perfumes Store products",,"Taif Rose,Amber,Agarwood (Oud),Incense,Floral Notes,White Musk,Sandalwood,Spicy Notes",,4.25,5,12
https://www.fragrantica.com/perfume/Monotheme-Fine-Fragrances-Venezia/Aqva-Marina-1208.html,Aqva Marina Monotheme Fine Fragrances Venezia ,Monotheme Fine Fragrances Venezia,for men,"aromatic,citrus,fresh spicy,woody,aquatic,fresh","Aqva Marina  by  Monotheme Fine Fragrances Venezia  is a Aromatic Aquatic fragrance for men. Top notes are Watery Notes, Amalfi Lemon, Lime, Grapefruit and Mandarin Orange; middle notes are Rosemary, Bay Leaf, Sage, Cardamom, Nutmeg and Clove; base notes are Cedar, Vetiver and Amber. ","Aqva Marina is a fragrance from the Monotheme Classic collection. The Classic collection includes recognizable and charismatic scents (vetiver, musk, tea, patchouli) which are classified as the classic components of perfumes. All mono – compositions were inspired by Nature; each one of them is dedicated to a beautiful nature scent. Aqva Marina is a scent of fresh marine water; that is the impression that the fresh mix of aquatic notes and frozen citruses (lemon, lime, grapefruit and mandarin) leaves at the beginning, followed by the spicy heart of carnation leaf, cardamom, nutmeg and aromatic herbs: bay, sage and rosemary. The top freshness makes a contrast with the warm base of cedar wood, amber and vetiver.",,"Watery Notes,Amalfi Lemon,Lime,Grapefruit,Mandarin Orange","Rosemary,Bay Leaf,Sage,Cardamom,Nutmeg,Clove",3.94,5,65
https://www.fragrantica.com/perfume/Al-Rehab/Aroos-AL-Bahrain-1162.html,Aroos AL-Bahrain Al-Rehab ,Al-Rehab,for men,"oud,amber",Aroos AL-Bahrain  by  Al-Rehab  is a Oriental Woody fragrance for men. ,"Aroos Al Bahrain, or Bridegroom of Bahrain, is an elegant oriental perfume for a young man. It is a traditional Arabian mix of oud (agarwood) and amber. 
The perfume is produced as: 
1. Concentrated alcohol-free perfume oil, attar, in a 10ml traditional arabiyan style bottle with dip-stick 
2. Perfumed cream (solid perfume) 10g 
3. Scented room and furnishing spray 
All Sheikh Perfumes Store products",,"Agarwood (Oud),Amber",,4.00,5,7
https://www.fragrantica.com/perfume/Montale/Wood-and-Spices-1147.html,Wood and Spices Montale ,Montale,for men,"woody,warm spicy,oud,amber,aromatic,balsamic,powdery,smoky,earthy",Wood and Spices  by  Montale  is a Woody Spicy fragrance for men.  Wood and Spices  was launched in 2005. The nose behind this fragrance is Pierre Montale. ,,Pierre Montale,"Sandalwood,Incense,Vetiver,Agarwood (Oud)",,3.70,5,673
https://www.fragrantica.com/perfume/Montale/Aromatic-Lime-1145.html,Aromatic Lime Montale ,Montale,for women and men,"citrus,woody,warm spicy,green,aromatic,patchouli,earthy,balsamic,amber,sweet",Aromatic Lime  by  Montale  is a Citrus Aromatic fragrance for women and men.  Aromatic Lime  was launched in 2010. The nose behind this fragrance is Pierre Montale. ,,Pierre Montale,"Lime,Patchouli,Galbanum,Vetiver,Bitter Orange,Myrhh,Saffron,Sandalwood",,3.57,5,249
https://www.fragrantica.com/perfume/Annick-Goutal/Le-Chevrefeuille-1191.html,Le Chevrefeuille Annick Goutal ,Annick Goutal,for women,"white floral,citrus,green,yellow floral,aromatic",Le Chevrefeuille  by  Annick Goutal  is a Floral Green fragrance for women.  Le Chevrefeuille  was launched in 2002. Le Chevrefeuille was created by Isabelle Doyen and Camille Goutal. ,"Le Chevrefeuille is a floral fragrance with fresh green opening, based on the honey-like honeysuckle aroma. This fragrance was created by Annick Goutal\'s daughter Camille, together with the master perfumer of the house, Isabelle Doyen. The sunny and jovial fragrance reminds Camille of the happy days of her childhood and the brightness of early spring time in the south of France, where she used to spend the time with her family. She and her cousins were playing, imagining being the princesses crowned with fragrant honeysuckle wreaths. Tied to beautiful memories, Le Chevrefeuille turned to be so happy and carefree, just like a smile on a child\'s face. 
The honeysuckle scent is so balmy, sleek and honeyed, joined by the green grassy note of its leaves. The first spring-time flower of the mountains, narcissus, gives the composition a luscious floral aroma with a slightly green nuance, just like the jasmine and petit-grain. It was created in 2002.","Camille Goutal,Isabelle Doyen","Honeysuckle,Lemon,Green Notes,Petitgrain,Jasmine,Narcissus",,4.26,5,907
https://www.fragrantica.com/perfume/Dolce-Gabbana/Light-Blue-pour-Homme-1068.html,Light Blue pour Homme Dolce&Gabbana ,Dolce&Gabbana,for men,"citrus,fresh spicy,aromatic,woody,warm spicy","Light Blue pour Homme  by  Dolce&Gabbana  is a Citrus Aromatic fragrance for men.  Light Blue pour Homme  was launched in 2007. Top notes are Grapefruit, Bergamot, Sicilian Mandarin and Juniper; middle notes are Pepper, Rosemary and Brazilian Rosewood; base notes are Incense, Musk and Oakmoss. This perfume is the winner of award  FiFi Award Fragrance Of The Year Men`s Luxe 2008 .",,,"Grapefruit,Bergamot,Sicilian Mandarin,Juniper","Pepper,Rosemary,Brazilian Rosewood",3.90,5,"3,398"
https://www.fragrantica.com/perfume/Monotheme-Fine-Fragrances-Venezia/Te-Rosso-Spezie-1211.html,Te Rosso & Spezie Monotheme Fine Fragrances Venezia ,Monotheme Fine Fragrances Venezia,for women and men,,Te Rosso & Spezie  by  Monotheme Fine Fragrances Venezia  is a Oriental Spicy fragrance for women and men. ,,,,,2.00,5,1
https://www.fragrantica.com/perfume/Romeo-Gigli/Romeo-Gigli-1041.html,Romeo Gigli Romeo Gigli ,Romeo Gigli,for women,"citrus,aromatic,white floral,fresh spicy,woody,warm spicy,herbal,floral,fresh","Romeo Gigli  by  Romeo Gigli  is a Floral Woody Musk fragrance for women.  Romeo Gigli  was launched in 2003. Top notes are Lemon Verbena, Bitter Orange, Bergamot, Clary Sage, Brazilian Rosewood, Rosemary, Neroli, Petitgrain and Tarragon; middle notes are Jasmine, Orange Blossom, Rose, Bourbon Geranium, Cloves, Lily-of-the-Valley and White Carnation; base notes are White tobacco, Civet, Tonka Bean, iris, Amber, Sandalwood and Patchouli. ",,,"Lemon Verbena,Bitter Orange,Bergamot,Clary Sage,Brazilian Rosewood,Rosemary,Neroli,Petitgrain,Tarragon","Jasmine,Orange Blossom,Rose,Bourbon Geranium,Cloves,Lily-of-the-Valley,White Carnation",3.73,5,108
https://www.fragrantica.com/perfume/Hugo-Boss/Essence-de-Femme-1170.html,Essence de Femme Hugo Boss ,Hugo Boss,for women,"white floral,floral,fruity,soft spicy,citrus,animalic,amber,green","Essence de Femme  by  Hugo Boss  is a Floral Fruity fragrance for women.  Essence de Femme  was launched in 2007. Top notes are Freesia, Black Currant and Mandarin Orange; middle notes are Lily and Jasmine; base notes are Apricot and Amber. ","Essence de Femme is an intensified Eau de Parfum evening version of the well-known fragrance. As such, it is a fair alternative for all of those who love the original Femme which, unfortunately, lacks staying power.
It starts out with fresh and fruity notes of Tangerine, Black Currant and Freesia. Heart note includes Madagascar Jasmine, Oriental Lily and Rose while it ends with an oriental base leaving the trail of Amber and Apricots. It was created in 2007.",,"Freesia,Black Currant,Mandarin Orange","Lily,Jasmine",4.07,5,360
https://www.fragrantica.com/perfume/Miss-Sixty/Miss-Sixty-Elixir-1183.html,Miss Sixty Elixir Miss Sixty ,Miss Sixty,for women,"anis,soft spicy,powdery,woody,citrus,floral,vanilla,warm spicy,balsamic,aromatic",Miss Sixty Elixir  by  Miss Sixty  is a Oriental Floral fragrance for women.  Miss Sixty Elixir  was launched in 2006. The nose behind this fragrance is Marie Salamagne. Top notes are Star Anise and Grapefruit; middle note is Lotus; base notes are Sandalwood and Vanille. ,"Miss Sixty Elixir is the second fragrance by this Italian designer house. Once again, it is a mysterious, oriental perfume with delicious fruity notes and sweet vanilla in the base.
The top notes are star anise and grapefruit. The heart is made of delicate lotus and exotic, tropical borrachero flower with its gentle, spicy accord. Sandalwood and vanilla are in the base.
The perfume was created by Marie Salamagne in 2006.",Marie Salamagne,"Star Anise,Grapefruit",Lotus,3.93,5,133
https://www.fragrantica.com/perfume/Carla-Fracci/Carla-Fracci-921.html,Carla Fracci Carla Fracci ,Carla Fracci,for women,"white floral,floral,yellow floral,vanilla,tuberose,sweet,animalic,powdery,musky,soft spicy","Carla Fracci  by  Carla Fracci  is a Floral fragrance for women.  Carla Fracci  was launched in 2003. Top notes are Ylang-Ylang and Tuberose; middle notes are Freesia, Lily and Jasmine; base notes are Vanilla and Musk. ",,,"Ylang-Ylang,Tuberose","Freesia,Lily,Jasmine",4.03,5,468
https://www.fragrantica.com/perfume/Dana/Tabu-1104.html,Tabu Dana ,Dana,for women,"warm spicy,amber,woody,musky,powdery,animalic,citrus,aromatic,yellow floral,earthy","Tabu  by  Dana  is a Oriental Floral fragrance for women.  Tabu  was launched in 1932. The nose behind this fragrance is Jean Carles. Top notes are Spices, Orange, Coriander, Neroli and Bergamot; middle notes are Cloves, Ylang-Ylang, Rose, Jasmine and Narcissus; base notes are Amber, Civet, Benzoin, Sandalwood, Patchouli, Musk, Oakmoss, Vetiver and Cedar. ","The first fragrance of the house was Tabu, created by Jean Carles 1932. Jean Carles was well known for his wonderful creations made of unusual materials. Before creating Tabu, he was instructed to make a fragrance for a whore (‘un parfum de puta’). Thus, Tabu was created, sensual and shocking. 
Its luscious oriental floral composition starts with fresh citrus and spicy notes. The spices in the heart accentuate the beauty of exuberant flowers: jasmine, narcissus, rose and ylang-ylang. Warm oriental base includes amber, resins, civet and precious woods – sandal and patchouli.",Jean Carles,"Spices,Orange,Coriander,Neroli,Bergamot","Cloves,Ylang-Ylang,Rose,Jasmine,Narcissus",3.91,5,"2,654"
https://www.fragrantica.com/perfume/Burberry/Burberry-Brit-for-Men-1115.html,Burberry Brit for Men Burberry ,Burberry,for men,"warm spicy,rose,woody,citrus,fresh spicy,aromatic,vanilla,floral,musky,powdery","Burberry Brit for Men  by  Burberry  is a Oriental Woody fragrance for men.  Burberry Brit for Men  was launched in 2004. The nose behind this fragrance is Antoine Maisondieu. Top notes are Ginger, Cardamom, Green Mandarin and Bergamot; middle notes are Wild Rose, Nutmeg, Cedar and Spicy Notes; base notes are Tonka Bean, Cedar, Gray Musk, Oriental Woodsy notes and Patchouli. This perfume is the winner of 2 awards:  FiFi Award Best National Advertising Campaign / Print 2005 and FiFi Award Fragrance Of The Year Men`s Luxe 2005 .","Nonchalant Burberry Brit for Men is a perfect illustration of modern English spirit inwrought with tradition. Young English actor Hugh Dancy sitting in front of a fabulous old-timer embodies to perfection the laid-back, elegant spirit and philosophy of this new scent for men; demureness and irony, a classic turned into casual fragrance. Citrusy freshness of mandarin and bergamot and cool, spicy notes of ginger and cardamom preceed a masculine heart of cedar and nutmeg with a touch of refined wild rose. The base is sensual due to precious egzotic woods, gray amber, Tonka bean and patchouli. It was created by Antoine Maisondieu in 2004.",Antoine Maisondieu,"Ginger,Cardamom,Green Mandarin,Bergamot","Wild Rose,Nutmeg,Cedar,Spicy Notes",3.98,5,"2,565"
https://www.fragrantica.com/perfume/Sarah-Jessica-Parker/Lovely-Liquid-Satin-994.html,Lovely Liquid Satin Sarah Jessica Parker ,Sarah Jessica Parker,for women,"aromatic,woody,lavender,fresh spicy,musky,powdery,amber,patchouli,citrus,floral","Lovely Liquid Satin  by  Sarah Jessica Parker  is a Chypre Floral fragrance for women.  Lovely Liquid Satin  was launched in 2006. Lovely Liquid Satin was created by Laurent Le Guernec and Clement Gavarry. Top notes are Lavender, Rosemary, Mandarin Orange and Apple; middle notes are Patchouli and Orchid; base notes are Musk, White Amber and Cedar. ",,"Clement Gavarry,Laurent Le Guernec","Lavender,Rosemary,Mandarin Orange,Apple","Patchouli,Orchid",4.13,5,104
https://www.fragrantica.com/perfume/Monotheme-Fine-Fragrances-Venezia/Black-Coffee-1214.html,Black Coffee Monotheme Fine Fragrances Venezia ,Monotheme Fine Fragrances Venezia,for women and men,"warm spicy,coffee,honey,floral,sweet",Black Coffee  by  Monotheme Fine Fragrances Venezia  is a Oriental Spicy fragrance for women and men. ,,,"Coffee,white honey,Spices,Floral Notes",,4.20,5,15
https://www.fragrantica.com/perfume/Moschino/Moschino-Funny-1215.html,Moschino Funny! Moschino ,Moschino,for women,"citrus,fresh,green,soft spicy,fruity,woody,floral,sweet,musky,powdery","Moschino Funny!  by  Moschino  is a Floral Fruity fragrance for women.  Moschino Funny!  was launched in 2007. The nose behind this fragrance is Antoine Maisondieu. Top notes are Bitter Orange, Red Currant and Pink Pepper; middle notes are Green Tea, Peony, Jasmine and Violet; base notes are Cedar, Musk, Oakmoss and Amber. ","Moschino Funny! Is an uplifting perfume by Moschino launched at the end of spring 2007. It is a floral-fruity funny fragrance for young girls. The composition opens with red currants, spicy orange and pink pepper. The heart notes are green tea, jasmine, peony and violet, and the base unites cedar, amber and musk. It is a day-time-use perfume, captured in 25ml, 50ml, and 100ml bottles, and coming with accompanying products – body lotion, shower gel, deodorant. The perfume was created by Antoine Maisondieu.",Antoine Maisondieu,"Bitter Orange,Red Currant,Pink Pepper","Green Tea,Peony,Jasmine,Violet",3.97,5,"5,202"
